CU2304 沪铜2304 日线 不复权
      日期	    开盘	    最高	    最低	    收盘	    成交量	    持仓量	    结算价
2022-04-18,74140,74140,74110,74110,2,2,74120
2022-04-19,74410,74640,74400,74400,7,9,74450
2022-04-20,74000,74010,73980,74000,7,13,73990
2022-04-21,74000,74130,74000,74130,2,14,74060
2022-04-22,74710,74720,74250,74440,19,19,74430
2022-04-25,74120,74120,72970,72970,28,43,73260
2022-04-26,72760,73200,72160,72910,142,146,72780
2022-04-27,72840,72850,72580,72690,39,168,72780
2022-04-28,72660,72720,72530,72530,4,167,72640
2022-04-29,72620,73120,72620,72890,29,188,73060
2022-05-05,72860,72860,72400,72410,7,191,72560
2022-05-06,71770,71770,71330,71590,41,203,71540
2022-05-09,71190,71190,70610,70660,48,231,70950
2022-05-10,70220,71130,70130,71050,52,239,70690
2022-05-11,71050,71100,70350,70830,145,208,70920
2022-05-12,70700,71090,70120,70120,55,240,70430
2022-05-13,69670,70280,69320,70280,144,309,69740
2022-05-16,69850,70990,69650,70690,74,327,70330
2022-05-17,70880,71110,70700,70990,16,329,70860
2022-05-18,71050,71050,70500,70500,28,329,70860
2022-05-19,70520,70650,70030,70650,23,335,70450
2022-05-20,70810,70980,70770,70980,20,352,70850
2022-05-23,70970,71200,70970,71110,6,354,71090
2022-05-24,71050,71190,70900,71040,11,361,71110
2022-05-25,71040,71040,70690,70750,212,563,71020
2022-05-26,70530,70530,70460,70460,6,564,70500
2022-05-27,70750,71000,70750,71000,9,571,70850
2022-05-30,71310,71310,71040,71040,17,569,71170
2022-05-31,71060,71060,71050,71050,2,571,71050
2022-06-01,71020,71020,70620,70710,9,574,70750
2022-06-02,71140,71250,71140,71240,3,573,71210
2022-06-06,71800,71800,71740,71760,9,581,71740
2022-06-07,71850,71870,71850,71870,2,583,71860
2022-06-08,71970,71980,71970,71980,3,585,71970
2022-06-09,71980,72200,71980,72050,220,394,71990
2022-06-10,71940,71940,71750,71900,22,400,71840
2022-06-13,71390,71390,70870,70910,56,410,70960
2022-06-14,70620,70830,70620,70810,30,412,70720
