603097.SH,江苏华辰
000615.SZ,奥园美谷
002676.SZ,顺威股份
002642.SZ,荣联科技
000999.SZ,华润三九
688155.SH,先惠技术
300724.SZ,捷佳伟创
600718.SH,东软集团
300666.SZ,江丰电子
600958.SH,东方证券
601001.SH,晋控煤业
000620.SZ,新华联
002152.SZ,广电运通
002832.SZ,比音勒芬
688689.SH,银河微电
600212.SH,绿能慧充
688385.SH,复旦微电
300051.SZ,三五互联
002139.SZ,拓邦股份
000756.SZ,新华制药
605116.SH,奥锐特
688585.SH,上纬新材
300253.SZ,卫宁健康
603676.SH,卫信康
300377.SZ,赢时胜
600973.SH,宝胜股份
300565.SZ,科信技术
002363.SZ,隆基机械
601899.SH,紫金矿业
688299.SH,长阳科技
603335.SH,迪生力
300441.SZ,鲍斯股份
000408.SZ,藏格矿业
002009.SZ,天奇股份
603076.SH,乐惠国际
688172.SH,燕东微
601012.SH,隆基绿能
002371.SZ,北方华创
300700.SZ,岱勒新材
600570.SH,恒生电子
002789.SZ,建艺集团
000564.SZ,ST大集
300383.SZ,光环新网
301317.SZ,鑫磊股份
300584.SZ,海辰药业
300393.SZ,中来股份
301327.SZ,华宝新能
003022.SZ,联泓新科
300769.SZ,德方纳米
002851.SZ,麦格米特
300274.SZ,阳光电源
002721.SZ,金一文化
300481.SZ,濮阳惠成
600549.SH,厦门钨业
300432.SZ,富临精工
688048.SH,长光华芯
002971.SZ,和远气体
300033.SZ,同花顺
688559.SH,海目星
300327.SZ,中颖电子
300041.SZ,回天新材
603289.SH,泰瑞机器
300866.SZ,安克创新
300712.SZ,永福股份
688049.SH,炬芯科技
301166.SZ,优宁维
300436.SZ,广生堂
688772.SH,珠海冠宇
603798.SH,康普顿
603220.SH,中贝通信
002897.SZ,意华股份
300454.SZ,深信服
688550.SH,瑞联新材
001255.SZ,博菲电气
300777.SZ,中简科技
603290.SH,斯达半导
003043.SZ,华亚智能
000533.SZ,顺钠股份
600348.SH,华阳股份
688273.SH,麦澜德
000936.SZ,华西股份
301181.SZ,标榜股份
300919.SZ,中伟股份
603105.SH,芯能科技
688196.SH,卓越新能
002074.SZ,国轩高科
002576.SZ,通达动力
601456.SH,国联证券
300352.SZ,北信源
300135.SZ,宝利国际
688439.SH,振华风光
301026.SZ,浩通科技
002254.SZ,泰和新材
600753.SH,东方银星
603619.SH,中曼石油
301099.SZ,雅创电子
600771.SH,广誉远
002580.SZ,圣阳股份
688033.SH,天宜上佳
603019.SH,中科曙光
603806.SH,福斯特
000807.SZ,云铝股份
300166.SZ,东方国信
300951.SZ,博硕科技
603496.SH,恒为科技
002101.SZ,广东鸿图
000049.SZ,德赛电池
002970.SZ,锐明技术
000933.SZ,神火股份
600225.SH,卓朗科技
600459.SH,贵研铂业
300996.SZ,普联软件
300661.SZ,圣邦股份
688084.SH,晶品特装
300438.SZ,鹏辉能源
002733.SZ,雄韬股份
300474.SZ,景嘉微
002959.SZ,小熊电器
688032.SH,禾迈股份
301319.SZ,唯特偶
300986.SZ,志特新材
301298.SZ,东利机械
605305.SH,中际联合
603505.SH,金石资源
002096.SZ,南岭民爆
300922.SZ,天秦装备
301161.SZ,唯万密封
002355.SZ,兴民智通
002090.SZ,金智科技
002095.SZ,生 意 宝
000670.SZ,盈方微
002168.SZ,惠程科技
300722.SZ,新余国科
688366.SH,昊海生科
688567.SH,孚能科技
603978.SH,深圳新星
300071.SZ,福石控股
002798.SZ,帝欧家居
300395.SZ,菲利华
300848.SZ,美瑞新材
300507.SZ,苏奥传感
688190.SH,云路股份
300581.SZ,晨曦航空
300671.SZ,富满微
300709.SZ,精研科技
688577.SH,浙海德曼
000948.SZ,南天信息
300775.SZ,三角防务
603416.SH,信捷电气
603229.SH,奥翔药业
605507.SH,国邦医药
000676.SZ,智度股份
002077.SZ,大港股份
600763.SH,通策医疗
603067.SH,振华股份
603893.SH,瑞芯微
603399.SH,吉翔股份
002943.SZ,宇晶股份
301349.SZ,信德新材
300382.SZ,斯莱克
605050.SH,福然德
301012.SZ,扬电科技
688501.SH,青达环保
603191.SH,望变电气
688251.SH,井松智能
688618.SH,三旺通信
688558.SH,国盛智科
688628.SH,优利德
002987.SZ,京北方
000657.SZ,中钨高新
002623.SZ,亚玛顿
300199.SZ,翰宇药业
600850.SH,电科数字
600353.SH,旭光电子
688015.SH,交控科技
688269.SH,凯立新材
688020.SH,方邦股份
688349.SH,三一重能
002057.SZ,中钢天源
300707.SZ,威唐工业
600316.SH,洪都航空
688556.SH,高测股份
688237.SH,超卓航科
002222.SZ,福晶科技
300451.SZ,创业慧康
002240.SZ,盛新锂能
300803.SZ,指南针
600546.SH,山煤国际
300850.SZ,新强联
301238.SZ,瑞泰新材
301208.SZ,中亦科技
000980.SZ,众泰汽车
002062.SZ,宏润建设
605136.SH,丽人丽妆
603663.SH,三祥新材
300159.SZ,ST新研
688077.SH,大地熊
688291.SH,金橙子
001339.SZ,智微智能
002126.SZ,银轮股份
600302.SH,标准股份
000970.SZ,中科三环
002428.SZ,云南锗业
688428.SH,诺诚健华-U
300672.SZ,国科微
688083.SH,中望软件
300856.SZ,科思股份
603871.SH,嘉友国际
688060.SH,云涌科技
002594.SZ,比亚迪
688598.SH,金博股份
601799.SH,星宇股份
002049.SZ,紫光国微
300452.SZ,山河药辅
002317.SZ,众生药业
301326.SZ,捷邦科技
002232.SZ,启明信息
300037.SZ,新宙邦
300745.SZ,欣锐科技
688170.SH,德龙激光
300443.SZ,金雷股份
301330.SZ,熵基科技
605111.SH,新洁能
600058.SH,五矿发展
601882.SH,海天精工
688355.SH,明志科技
300442.SZ,润泽科技
688379.SH,华光新材
300911.SZ,亿田智能
002848.SZ,高斯贝尔
300249.SZ,依米康
002903.SZ,宇环数控
000633.SZ,合金投资
002518.SZ,科士达
002125.SZ,湘潭电化
002963.SZ,豪尔赛
002935.SZ,天奥电子
688052.SH,纳芯微
688681.SH,科汇股份
688011.SH,新光光电
605123.SH,派克新材
002713.SZ,东易日盛
600381.SH,青海春天
002242.SZ,九阳股份
002553.SZ,南方精工
601958.SH,金钼股份
300768.SZ,迪普科技
688353.SH,华盛锂电
300123.SZ,亚光科技
688625.SH,呈和科技
002012.SZ,凯恩股份
301219.SZ,腾远钴业
002406.SZ,远东传动
301308.SZ,江波龙
688248.SH,南网科技
600933.SH,爱柯迪
002837.SZ,英维克
300607.SZ,拓斯达
002272.SZ,川润股份
301268.SZ,铭利达
688798.SH,艾为电子
002957.SZ,科瑞技术
603218.SH,日月股份
002992.SZ,宝明科技
688021.SH,奥福环保
002734.SZ,利民股份
300634.SZ,彩讯股份
300045.SZ,华力创通
300733.SZ,西菱动力
300235.SZ,方直科技
600733.SH,北汽蓝谷
603297.SH,永新光学
000960.SZ,锡业股份
002338.SZ,奥普光电
688223.SH,晶科能源
300530.SZ,达志科技
688028.SH,沃尔德
603799.SH,华友钴业
603308.SH,应流股份
000622.SZ,恒立实业
002803.SZ,吉宏股份
688622.SH,禾信仪器
002846.SZ,英联股份
600230.SH,沧州大化
002483.SZ,润邦股份
002348.SZ,高乐股份
600259.SH,广晟有色
688566.SH,吉贝尔
688391.SH,钜泉科技
002291.SZ,遥望科技
688333.SH,铂力特
300991.SZ,创益通
301302.SZ,华如科技
688122.SH,西部超导
688296.SH,和达科技
688680.SH,海优新材
300855.SZ,图南股份
002031.SZ,巨轮智能
688082.SH,盛美上海
603486.SH,科沃斯
688160.SH,步科股份
000938.SZ,紫光股份
002474.SZ,榕基软件
600188.SH,兖矿能源
000909.SZ,数源科技
300390.SZ,天华超净
002446.SZ,盛路通信
603666.SH,亿嘉和
688258.SH,卓易信息
301040.SZ,中环海陆
603026.SH,胜华新材
605228.SH,神通科技
600400.SH,红豆股份
002420.SZ,毅昌科技
301023.SZ,江南奕帆
601789.SH,宁波建工
603657.SH,春光科技
601028.SH,玉龙股份
600256.SH,广汇能源
603881.SH,数据港
688311.SH,盟升电子
603527.SH,众源新材
002996.SZ,顺博合金
688571.SH,杭华股份
603938.SH,三孚股份
603655.SH,朗博科技
002466.SZ,天齐锂业
688676.SH,金盘科技
002868.SZ,绿康生化
600537.SH,亿晶光电
688409.SH,富创精密
688498.SH,源杰科技
603878.SH,武进不锈
688233.SH,神工股份
688213.SH,思特威-W
688371.SH,菲沃泰
300679.SZ,电连技术
688500.SH,慧辰股份
603985.SH,恒润股份
002400.SZ,省广集团
002279.SZ,久其软件
603786.SH,科博达
002347.SZ,泰尔股份
688314.SH,康拓医疗
688786.SH,悦安新材
000983.SZ,山西焦煤
300497.SZ,富祥药业
002937.SZ,兴瑞科技
002912.SZ,中新赛克
300706.SZ,阿石创
600906.SH,财达证券
688357.SH,建龙微纳
603396.SH,金辰股份
688699.SH,明微电子
688489.SH,三未信安
300598.SZ,诚迈科技
688231.SH,隆达股份
300366.SZ,创意信息
300260.SZ,新莱应材
603728.SH,鸣志电器
300816.SZ,艾可蓝
603876.SH,鼎胜新材
002415.SZ,海康威视
605133.SH,嵘泰股份
301257.SZ,普蕊斯
300226.SZ,上海钢联
688023.SH,安恒信息
688611.SH,杭州柯林
300379.SZ,东方通
600602.SH,云赛智联
300415.SZ,伊之密
688132.SH,邦彦技术
688321.SH,微芯生物
000762.SZ,西藏矿业
600732.SH,爱旭股份
300696.SZ,爱乐达
300537.SZ,广信材料
688007.SH,光峰科技
300893.SZ,松原股份
002364.SZ,中恒电气
603778.SH,乾景园林
002555.SZ,三七互娱
603398.SH,沐邦高科
002863.SZ,今飞凯达
688331.SH,荣昌生物
688560.SH,明冠新材
601127.SH,赛力斯
002976.SZ,瑞玛精密
002869.SZ,金溢科技
603390.SH,通达电气
600114.SH,东睦股份
688123.SH,聚辰股份
688435.SH,英方软件
688348.SH,昱能科技
000829.SZ,天音控股
300337.SZ,银邦股份
002298.SZ,中电兴发
300320.SZ,海达股份
603626.SH,科森科技
600756.SH,浪潮软件
300674.SZ,宇信科技
300410.SZ,正业科技
603055.SH,台华新材
300596.SZ,利安隆
002441.SZ,众业达
600705.SH,中航产融
688153.SH,唯捷创芯-U
301179.SZ,泽宇智能
300982.SZ,苏文电能
603383.SH,顶点软件
600095.SH,湘财股份
688376.SH,美埃科技
688390.SH,固德威
603186.SH,华正新材
300827.SZ,上能电气
605208.SH,永茂泰
002192.SZ,融捷股份
603868.SH,飞科电器
301266.SZ,宇邦新材
000962.SZ,东方钽业
003025.SZ,思进智能
688351.SH,微电生理-U
603659.SH,璞泰来
002439.SZ,启明星辰
301131.SZ,聚赛龙
601699.SH,潞安环能
600847.SH,万里股份
688697.SH,纽威数控
000603.SZ,盛达资源
688381.SH,帝奥微
688372.SH,伟测科技
300568.SZ,星源材质
300546.SZ,雄帝科技
002738.SZ,中矿资源
001319.SZ,铭科精技
600399.SH,抚顺特钢
688152.SH,麒麟信安
688246.SH,嘉和美康
603179.SH,新泉股份
603171.SH,税友股份
300019.SZ,硅宝科技
688239.SH,航宇科技
002577.SZ,雷柏科技
300659.SZ,中孚信息
603305.SH,旭升集团
300063.SZ,天龙集团
300068.SZ,南都电源
688698.SH,伟创电气
603995.SH,甬金股份
002613.SZ,北玻股份
600405.SH,动力源
603213.SH,镇洋发展
600536.SH,中国软件
603056.SH,德邦股份
603979.SH,金诚信
002227.SZ,奥 特 迅
300687.SZ,赛意信息
002108.SZ,沧州明珠
688685.SH,迈信林
002766.SZ,索菱股份
600520.SH,文一科技
003007.SZ,直真科技
002842.SZ,翔鹭钨业
002180.SZ,纳思达
601702.SH,华峰铝业
002709.SZ,天赐材料
300176.SZ,派生科技
688217.SH,睿昂基因
301236.SZ,软通动力
300939.SZ,秋田微
688345.SH,博力威
002536.SZ,飞龙股份
600610.SH,中毅达
001266.SZ,宏英智能
301165.SZ,锐捷网络
688320.SH,禾川科技
688383.SH,新益昌
688022.SH,瀚川智能
688235.SH,百济神州-U
002335.SZ,科华数据
300132.SZ,青松股份
603138.SH,海量数据
300075.SZ,数字政通
688401.SH,路维光电
300354.SZ,东华测试
601236.SH,红塔证券
601360.SH,三六零
002460.SZ,赣锋锂业
605222.SH,起帆电缆
688316.SH,青云科技-U
300054.SZ,鼎龙股份
300648.SZ,星云股份
603758.SH,秦安股份
300928.SZ,华安鑫创
688259.SH,创耀科技
301155.SZ,海力风电
300559.SZ,佳发教育
600282.SH,南钢股份
300863.SZ,卡倍亿
300552.SZ,万集科技
002870.SZ,香山股份
300713.SZ,英可瑞
688103.SH,国力股份
603212.SH,赛伍技术
002487.SZ,大金重工
600532.SH,*ST未来
603533.SH,掌阅科技
688408.SH,中信博
603949.SH,雪龙集团
002979.SZ,雷赛智能
301063.SZ,海锅股份
002328.SZ,新朋股份
688475.SH,萤石网络
002219.SZ,新里程
000779.SZ,甘咨询
603982.SH,泉峰汽车
688318.SH,财富趋势
688506.SH,百利天恒-U
002997.SZ,瑞鹄模具
688596.SH,正帆科技
301313.SZ,凡拓数创
001301.SZ,尚太科技
002068.SZ,黑猫股份
688305.SH,科德数控
000975.SZ,银泰黄金
688561.SH,奇安信-U
002835.SZ,同为股份
300160.SZ,秀强股份
600765.SH,中航重机
002965.SZ,祥鑫科技
600588.SH,用友网络
002920.SZ,德赛西威
688326.SH,经纬恒润-W
603051.SH,鹿山新材
300693.SZ,盛弘股份
688533.SH,上声电子
688668.SH,鼎通科技
000701.SZ,厦门信达
300763.SZ,锦浪科技
002850.SZ,科达利
002906.SZ,华阳集团
002190.SZ,成飞集成
002591.SZ,恒大高新
300360.SZ,炬华科技
001283.SZ,豪鹏科技
688031.SH,星环科技-U
301286.SZ,侨源股份
300738.SZ,奥飞数据
301273.SZ,瑞晨环保
688368.SH,晶丰明源
600375.SH,汉马科技
301278.SZ,快可电子
300699.SZ,光威复材
301358.SZ,C裕能
002184.SZ,海得控制
600841.SH,动力新科
688036.SH,传音控股
002756.SZ,永兴材料
002401.SZ,中远海科
301168.SZ,通灵股份
002729.SZ,好利科技
688499.SH,利元亨
002865.SZ,钧达股份
002369.SZ,卓翼科技
688247.SH,宣泰医药
688070.SH,纵横股份
300510.SZ,金冠股份
301101.SZ,明月镜片
301248.SZ,杰创智能
688659.SH,元琛科技
300479.SZ,神思电子
002560.SZ,通达股份
600571.SH,信雅达
688293.SH,奥浦迈
688059.SH,华锐精密
688322.SH,奥比中光-UW
688517.SH,金冠电气
000815.SZ,美利云
603197.SH,保隆科技
600862.SH,中航高科
688176.SH,亚虹医药-U
301260.SZ,C格力博
002682.SZ,龙洲股份
688737.SH,中自科技
300840.SZ,酷特智能
603063.SH,禾望电气
600311.SH,*ST荣华
605286.SH,同力日升
300811.SZ,铂科新材
603499.SH,翔港科技
002587.SZ,奥拓电子
688630.SH,芯碁微装
300776.SZ,帝尔激光
601137.SH,博威合金
603066.SH,音飞储存
002341.SZ,新纶新材
002813.SZ,路畅科技
301239.SZ,普瑞眼科
688382.SH,益方生物-U
688288.SH,鸿泉物联
300566.SZ,激智科技
603200.SH,上海洗霸
301128.SZ,强瑞技术
688661.SH,和林微纳
688143.SH,长盈通
002417.SZ,*ST深南
688167.SH,炬光科技
003038.SZ,鑫铂股份
002490.SZ,山东墨龙
603059.SH,倍加洁
002089.SZ,*ST新海
300351.SZ,永贵电器
600139.SH,*ST西源
605183.SH,确成股份
300990.SZ,同飞股份
002253.SZ,川大智胜
003028.SZ,振邦智能
688041.SH,海光信息
688158.SH,优刻得-W
603281.SH,江瀚新材
603931.SH,格林达
301018.SZ,申菱环境
300847.SZ,中船汉光
688208.SH,道通科技
002362.SZ,汉王科技
688003.SH,天准科技
001236.SZ,弘业期货
688392.SH,骄成超声
002167.SZ,东方锆业
002806.SZ,华锋股份
300875.SZ,捷强装备
003004.SZ,声迅股份
002960.SZ,青鸟消防
301233.SZ,盛帮股份
002368.SZ,太极股份
300089.SZ,*ST文化
603029.SH,天鹅股份
002717.SZ,岭南股份
301205.SZ,联特科技
002757.SZ,南兴股份
300620.SZ,光库科技
600817.SH,宇通重工
688111.SH,金山办公
603330.SH,天洋新材
002771.SZ,真视通
300751.SZ,迈为股份
300550.SZ,和仁科技
601059.SH,信达证券
603701.SH,德宏股份
002289.SZ,宇顺电子
002808.SZ,恒久科技
001269.SZ,欧晶科技
002855.SZ,捷荣技术
301419.SZ,C阿莱德
300317.SZ,珈伟新能
301316.SZ,慧博云通
300044.SZ,赛为智能
