CODE=000001.SZ
20130719,7.783852,ZhuanZeng,5.968,0.25
20130719,30,ZhuanZeng,5.968,0.25
20131018,0,GengMing,0,1
20151106,11754.34,ZengFa,8.62,1
20160104,11424.16,ZengFa,10.1,1
20160509,0,GengMing,0,1
20190426,0,GengMing,0,1
20200722,0,GengMing,3.81,1
CODE=000011.SZ
19930716,0.08,PaiXi,16.2,1
19930716,3,SongGu,16.2,1
19940506,1,PaiXi,6.12,0.7602
19940506,3,SongGu,6.12,0.7602
19950824,1.5,PaiXi,3.66,0.8756
19950824,1,SongGu,3.66,0.8756
19960820,1,PaiXi,7.44,0.8986
19960820,1,SongGu,7.44,0.8986
20000509,0,GengMing,8.36,1
20050308,0,GengMing,4.88,1
20061009,0,GengMing,5.95,1
20080416,0,GengMing,0,1
20090916,0,GengMing,0,1
20091103,0,GengMing,14.52,1
20091103,3.9,SongGu,14.52,1
20091123,0.112,PaiXi,12.19,0.9083
20091123,1,SongGu,12.19,0.9083
20140620,2.5,PaiXi,6.39,0.9623
20150609,2.2,PaiXi,20.67,0.9895
20160524,0.8,PaiXi,12.25,0.9935
20170526,1.8,PaiXi,18.22,0.9902
20180629,3,PaiXi,10.79,0.9729
20190516,3,PaiXi,10.34,0.9718
20200518,3.6,PaiXi,8.79,0.9607
20210430,4.1,PaiXi,12.49,0.9682
CODE=000012.SZ
19930524,5,PeiGu,16.9,0.6365
19930524,0.7,PaiXi,16.9,0.6365
19930524,3,SongGu,16.9,0.6365
19940511,1,PaiXi,7.2,0.7611
19940511,3,SongGu,7.2,0.7611
19950721,1,PaiXi,4.82,0.7567
19950721,3,SongGu,4.82,0.7567
19960724,0.5,PaiXi,9.79,0.766
19960724,3,SongGu,9.79,0.766
19970730,1.935,PeiGu,8.93,0.9038
19971103,0.395,PaiXi,8.32,0.8908
19971103,1.185,SongGu,8.32,0.8908
20010419,0,GengMing,0,1
20010626,1.2,PaiXi,20.36,0.9941
20020701,1.3,PaiXi,17.24,0.9925
20030618,1.5,PaiXi,9.8,0.9849
20031024,0,GengMing,0,1
20040624,1.8,PaiXi,9.47,0.9813
20050527,2.5,PaiXi,3.96,0.6397
